title,url,publish_date,has_keyword,matched_keywords,fulltext,page_number,greenhouse gas,ghg,net-zero,carbon neutral,carbon neutrality,carbon emissions,climate change,carbon trading,carbon pricing,low-carbon,clean energy,greenhouse,carbon,environment,emission,environmental,emissions,sustainability
China to expand Shanghai FTZ reform,https://english.www.gov.cn/policies/latestreleases/201703/31/content_WS5d15df33c6d03ce6787916dc.html,N/A,True,environment,"
China to expand Shanghai FTZ reform
























ENGLISH.GOV.CN
THE STATE COUNCIL
THE PEOPLE'S REPUBLIC OF CHINA

 

 
|

|









 
 












 >>   >> LATEST RELEASES


			China to expand Shanghai FTZ reform






Updated:
Mar 31,2017 3:42 PM
	    english.gov.cn












China will comprehensively expand reform and opening-up of the Shanghai Pilot Free Trade Zone in efforts to exert its pioneering role in the country’s new round of reforms, said a circular issued by the State Council on March 31.
The document lists 21 tasks and measures to promote reform and opening-up in the zone. The tasks are mainly concerned with five aspects — building a comprehensive reform pilot area combining opening-up and innovation, establishing a risk and pressure testing area of an open economy system, building a pioneering area in improving government administration, becoming a bridge tower serving the Belt and Road Initiative and market players, and a pilot zone with successes that can be replicated nationwide. 
The circular called for a more open and transparent market access model and more business registration reform in the zone.
Innovative efforts include establishing an international-level “single window” system for foreign trade to coordinate, simplify and standardize trade data, building safe and efficient new customs supervision models, running inspection and quarantine risk classification assessments, and starting a competitive regulation model for innovation industries. 
As an open economy testing area, the FTZ should open more service industries and high-end manufacturing to foreign investment, carry out new rules for trade facilitation, innovate cross-border services and trade management models, further opening-up and innovation in financing, and establishing free trade port areas.
To improve government administration in the zone, the document urged speeding up administration reform, increase supervision, and optimize government services featuring information interconnection and sharing. 
Serving the Belt and Road Initiative, the document urged the Shanghai pilot zone to align the Asia-Pacific and multi- and bilateral cooperation and links with ports along the 21st Century Marine Silk Road, strengthen its financing services and explore competitive offshore tax systems. 
The circular also required the FTZ to accumulate successes that can be replicated, especially in the fields of market access, trade facilitation and system innovation, to contribute to the country’s reform and opening-up.
According to the document, by 2020, the trade zone will become a world-class free trade park with free investment and trade, transparent rules, fair and efficient supervision and favorable environment.












SERVICES












					CONTACT THE PREMIER





E-mail RESPONSES







Copyright© www.gov.cn 
			|
			
About us

			|
			
Contact us


Registration Number: 05070218
All rights reserved. The content (including but not limited to
			text, photo, multimedia information, etc) published in this site
			belongs to www.gov.cn.
Without written authorization from www.gov.cn, such content shall
			not be republished or used in any form.













",99,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
State Council to promote open governance in 2017,https://english.www.gov.cn/policies/latestreleases/201703/23/content_WS5d15def9c6d03ce678791620.html,2017-03-23,True,"environment, environmental","
State Council to promote open governance in 2017
























ENGLISH.GOV.CN
THE STATE COUNCIL
THE PEOPLE'S REPUBLIC OF CHINA

 

 
|

|

13  June  2025
    






 
 












 >>   >> LATEST RELEASES


			State Council to promote open governance in 2017






Updated:
Mar 23,2017 5:40 PM
	    english.gov.cn












China will continue promoting an open government by improving responses to public concerns and ease public access in 2017, according to a document issued by the State Council on March 23.
Open governance is helpful to economic growth and reform, it said. 
Senior officials were asked to participate in policy briefings and news conferences to explain economic policies, especially fiscal, financial, and employment policies, to the public and respond to criticisms in a timely and precise manner.
Information on economic policies such as cutting taxes and administrative fees, major construction projects, public resource allocations and public-private partnerships should be opened, the document said.
Opening of information concerning reforms was emphasized, such as administrative reform, state-owned companies’ business, agricultural supply-side reform and fiscal management reform, it said.
More efforts should be made to open information about supervision on consumer products quality, especially quality of food and drugs, covering fields including national laws and regulations, national standards, violation records, black lists, and check results. 
Work on information openness in environmental protection should move forward. Regular news conferences on environmental protection should be held, and priority should be placed on releasing information about measures dealing with smog and water contamination. Investigations into crucial environment issues should be open according to law, it said.
In addition, the document asked to open the government’s response to proposals and suggestions made by national lawmakers and political advisers. As for major incidents, it asked authorities to publish official responses within five hours and hold a news conference within 24 hours.





RELATED STORIES



Internet enables smarter govt services


Govt to clarify list of power and responsibility









SERVICES












					CONTACT THE PREMIER





E-mail RESPONSES







Copyright© www.gov.cn 
			|
			
About us

			|
			
Contact us


Registration Number: 05070218
All rights reserved. The content (including but not limited to
			text, photo, multimedia information, etc) published in this site
			belongs to www.gov.cn.
Without written authorization from www.gov.cn, such content shall
			not be republished or used in any form.













",100,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0
Plan for nuclear security and radioactive pollution control,https://english.www.gov.cn/policies/latestreleases/201703/23/content_WS5d15def5c6d03ce678791612.html,2017-03-23,True,"environment, environmental","
Plan for nuclear security and radioactive pollution control
























ENGLISH.GOV.CN
THE STATE COUNCIL
THE PEOPLE'S REPUBLIC OF CHINA

 

 
|

|

13  June  2025
    






 
 












 >>   >> LATEST RELEASES


			Plan for nuclear security and radioactive pollution control 






Updated:
Mar 23,2017 10:00 AM
	    english.gov.cn












The State Council has approved the 13th five-year plan along with a 2025 target for nuclear security and radioactive pollution control submitted by the Ministry of Environmental Protection. 
The plan calls for a coordinated and rational approach to nuclear security that places safety and quality first, centers on risk prevention, uses nuclear facilities in accordance with national nuclear safety law to ensure safe and efficient development of nuclear power and utilization of nuclear technology in China. 
By the end of the 13th five-year plan period, the safety of the country’s nuclear facilities will be remarkably enhanced, with lower rate of nuclear and radiation accidents, and nuclear emergency response and supervision, according to the plan. 
It also expected to push forward China’s nuclear facility security to international advanced levels, improve radioactive environment and modernize supervision in nuclear security and radioactive pollution control.
Provincial governments should strengthen guidance over implementation of the plan and make clear their duty division. Related departments of the State Council are urged to strengthen coordination and provide support in terms of project arrangements, capital guarantee and mechanism innovation. 
The Ministry of Environmental Protection should strengthen coordination with other government departments including the National Development and Reform Commission and the Ministry of Finance to conduct analysis and inspection of the plan’s implementation.





RELATED STORIES



China to make big moves on nuclear energy by 2020


Eight nuclear reactors to be built this year


China, France to deepen cooperation 









SERVICES












					CONTACT THE PREMIER





E-mail RESPONSES







Copyright© www.gov.cn 
			|
			
About us

			|
			
Contact us


Registration Number: 05070218
All rights reserved. The content (including but not limited to
			text, photo, multimedia information, etc) published in this site
			belongs to www.gov.cn.
Without written authorization from www.gov.cn, such content shall
			not be republished or used in any form.













",100,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0
"State Council releases guideline against IPR infringement, counterfeits",https://english.www.gov.cn/policies/latestreleases/201703/22/content_WS5d15deefc6d03ce6787915fd.html,2017-03-22,True,"environment, environmental","
State Council releases guideline against IPR infringement, counterfeits
























ENGLISH.GOV.CN
THE STATE COUNCIL
THE PEOPLE'S REPUBLIC OF CHINA

 

 
|

|

13  June  2025
    






 
 












 >>   >> LATEST RELEASES


			State Council releases guideline against IPR infringement, counterfeits






Updated:
Mar 22,2017 5:00 PM
	    english.gov.cn












The State Council issued a circular to strengthen the fight against counterfeits and infringement of intellectual property rights (IPR), in an effort to improve the rule of law, and build an international business environment.
According to the circular, by 2020, IPR infringement and counterfeits should be effectively curbed, with more progress in market supervision and legislation.
Intensive efforts should be made to organize regular inspections on products concerning people’s life, property, and environmental protection, as well as areas susceptible to IPR violation.
The circular states that related departments should coordinate law enforcement, and promote information sharing, supporting each other in inspections, tests, and certifications. 
Cross-region coordination in law enforcement should be enhanced to target production and sales chains of counterfeits in different regions, said the circular.
In addition, the circular also called for efforts to improve working procedures between administrative and judicial authorities in case consultation, supervision, and evidence fixing and transfer.
According to the circular, new technologies, including big data, cloud computing, internet of things, and mobile internet, should be applied in law enforcement to improve identification and collection of clues to illegal behaviors.
More efforts should also be in place to accelerate construction of a unified national system on social credit codes, and establish an archive and black list of enterprises engaged in illegal activities.
The circular also urged better rule of law and co-governance involving social organizations, enterprises, and new media.
Meanwhile, more efforts should be made to increase international cooperation, and strengthen dialogue between IPR working groups of China and the United States, Europe, and Japan.










SERVICES












					CONTACT THE PREMIER





E-mail RESPONSES







Copyright© www.gov.cn 
			|
			
About us

			|
			
Contact us


Registration Number: 05070218
All rights reserved. The content (including but not limited to
			text, photo, multimedia information, etc) published in this site
			belongs to www.gov.cn.
Without written authorization from www.gov.cn, such content shall
			not be republished or used in any form.













",100,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0
State Council streamlines administrative regulations,https://english.www.gov.cn/policies/latestreleases/201703/21/content_WS5d15dee8c6d03ce6787915e6.html,2017-03-21,True,environment,"
State Council streamlines administrative regulations
























ENGLISH.GOV.CN
THE STATE COUNCIL
THE PEOPLE'S REPUBLIC OF CHINA

 

 
|

|

13  June  2025
    






 
 












 >>   >> LATEST RELEASES


			State Council streamlines administrative regulations






Updated:
Mar 21,2017 5:02 PM
	    english.gov.cn












The State Council decided to eliminate three and modify 36 administrative regulations, according to a circular issued by the State Council on March 21.
Administrative regulations related to administrative approvals, intermediary services, professional certification, and enterprise investments are undergoing streamlining.
The move is aimed at further promoting streamlining administration and delegating power to lower-level governments and optimizing administrative regulations and services.
According to the circular, three administrative regulations will be canceled, including regulations for urban and rural market management, salary fund management, and national sports and training standards.
In addition, 36 administrative regulations will be streamlined, regarding urban landscaping, marine environment protection, river management, laboratory animal management, radioactive medicine management, and urban environment.





RELATED STORIES



Premier focuses on streamlining









SERVICES












					CONTACT THE PREMIER





E-mail RESPONSES







Copyright© www.gov.cn 
			|
			
About us

			|
			
Contact us


Registration Number: 05070218
All rights reserved. The content (including but not limited to
			text, photo, multimedia information, etc) published in this site
			belongs to www.gov.cn.
Without written authorization from www.gov.cn, such content shall
			not be republished or used in any form.













",100,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
State Council rolls out legislation plan for 2017,https://english.www.gov.cn/policies/latestreleases/201703/20/content_WS5d15dedec6d03ce6787915c5.html,2017-03-20,True,environment,"
State Council rolls out legislation plan for 2017
























ENGLISH.GOV.CN
THE STATE COUNCIL
THE PEOPLE'S REPUBLIC OF CHINA

 

 
|

|

13  June  2025
    






 
 












 >>   >> LATEST RELEASES


			State Council rolls out legislation plan for 2017






Updated:
Mar 20,2017 3:06 PM
	    english.gov.cn












The State Council released a circular laying out key legislation tasks for 2017, as an effort to promote stable economic and social development, improve people’s lives, protect the environment, safeguard national security, and enhance government services.
According to the circular, several key laws should be drafted and reviewed as soon as possible to push forward progress in supply-side reform, including revised laws on the administration of tax collection, revised standardization law, and several other laws in the social, business, and political sectors.
The circular urged that four administrative laws and regulations be revised or formulated this year, to better support social and economic development, and continued opening up.
These regulations include a revised draft of the patent law, revised provisions on the bidding scope and scale standard of construction projects, revised regulations on patent commissioning, and implementation rules of the law on conclusion of treaties.
In addition, the circular also laid out this year’s schedule to complete legislation on other laws concerning people’s livelihood, resource and environment protection, and national security.
According to the circular, these laws include revised provisions on compensation for land acquisition and settlement of migrants for large and medium hydroelectric projects, law on public libraries, revised regulation on internet information service, draft of marine traffic safety law, and the espionage act, to name a few.






RELATED STORIES



Top legislature adopts key documents, ends session 


New law aims to give China’s charity a lift 









SERVICES












					CONTACT THE PREMIER





E-mail RESPONSES







Copyright© www.gov.cn 
			|
			
About us

			|
			
Contact us


Registration Number: 05070218
All rights reserved. The content (including but not limited to
			text, photo, multimedia information, etc) published in this site
			belongs to www.gov.cn.
Without written authorization from www.gov.cn, such content shall
			not be republished or used in any form.













",100,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
State Council approves Shantou’s city plan,https://english.www.gov.cn/policies/latestreleases/201703/27/content_WS5d15df16c6d03ce67879167a.html,2017-03-27,True,emission,"
State Council approves Shantou’s city plan
























ENGLISH.GOV.CN
THE STATE COUNCIL
THE PEOPLE'S REPUBLIC OF CHINA

 

 
|

|

13  June  2025
    






 
 












 >>   >> LATEST RELEASES


			State Council approves Shantou’s city plan 






Updated:
Mar 27,2017 3:00 PM
	    english.gov.cn












The State Council has approved the overall urban planning (2002-2020) for Shantou city in South China’s Guangdong province.
Located in the central eastern part of Guangdong province, Shantou is one of China’s special economic zones, and an important hub of the ancient maritime silk road. By implementing the development concept of innovation, coordination, green development, openness and sharing, the plan is aimed at building Shantou into a prosperous and livable modern city with a well-maintained ecological system and distinct features. 
Coordinated urban and rural development was urged in the designated area of 2,245 square kilometers, with extra attention paid to develop counties and major towns with potential, and optimize the overall layout of villages and towns. 
And further efforts will be made to strengthen the city’s coordination with neighboring cities such as Chaozhou and Jieyang, to bring into full play the city cluster’s leading role in building a resource-saving and eco-friendly society. 
According to the plan, by 2020, the population of permanent residents in downtown Shantou will be capped to 2.22 million, and the city’s urban construction land limited to 205 square kilometers. No new districts or development zones will be allowed beyond the approved areas. 
Newly added construction land should be strictly limited, and underground space should be explored and utilized. Efforts should also be made to improve the land usage rate and protect basic farmlands.
The State Council also urged the Shantou government to improve urban infrastructure, establishing a comprehensive transportation system and promoting the construction of urban parking lots. 
Other city infrastructure, such as water supply and waste disposal systems, should be developed under a coordinated plan. Disaster prevention and reduction work should also be reinforced, the plan said.
The local government is urged to strictly control the emission of pollutants, implement the strictest water resources management system, promote the construction of a “sponge city”, and enhance the protection of scenic spots and special ecological function areas. 
Efforts should also be made to protect historic culture and natural reserves, and emphasize the ancient city features of Shantou in the development process.









RELATED STORIES



China approves Guangzhou city plan


Hefei city plan is approved 


Zhuzhou’s city plan approved









SERVICES












					CONTACT THE PREMIER





E-mail RESPONSES







Copyright© www.gov.cn 
			|
			
About us

			|
			
Contact us


Registration Number: 05070218
All rights reserved. The content (including but not limited to
			text, photo, multimedia information, etc) published in this site
			belongs to www.gov.cn.
Without written authorization from www.gov.cn, such content shall
			not be republished or used in any form.













",100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
State Council approves Huangshi city’s urban development plan,https://english.www.gov.cn/policies/latestreleases/201703/13/content_WS5d15dea7c6d03ce67879150f.html,2017-03-13,True,environment,"
State Council approves Huangshi city’s urban development plan
























ENGLISH.GOV.CN
THE STATE COUNCIL
THE PEOPLE'S REPUBLIC OF CHINA

 

 
|

|

13  June  2025
    






 
 












 >>   >> LATEST RELEASES


			State Council approves Huangshi city’s urban development plan






Updated:
Mar 13,2017 11:03 AM
	    english.gov.cn












The State Council has issued a circular approving the urban development plan for Huangshi city of Hubei province (2001-2020).
Huangshi city is a regional center of the city cluster along the middle reaches of the Yangtze River, and is one of China’s advanced manufacturing bases.
According to the circular, by 2020, downtown’s population will be limited into 950,000 and construction land will be contained in 94.7 square kilometers. Also, no new development zones or districts would be allowed beyond the approved areas for construction.
The circular stressed green development in construction of urban infrastructure and transport facilities composed of highway, waterway and railway. It also called for improvement of a public transportation-based traffic system, parking system, utility corridors and a comprehensive disaster prevention system.
It urged development that takes into consideration the city’s resources and environment, calling for efforts to promote sponge city construction, and protect famous sites, natural reserves, and special ecological areas such as wetlands and water sources.
The city should improve the layout of public services concerning education, medical care and municipal administration, according to the circular.
In addition, the city is asked to protect historical and cultural heritages, including the site of former Hanyeping Coal Iron Factory and the revolutionary site of the third army group of the Chinese Red Army, and to protect and reuse its industrial heritages.





RELATED STORIES



Development plan for central regions 


Zhuzhou’s city plan approved


Fast-track growth in Central China









SERVICES












					CONTACT THE PREMIER





E-mail RESPONSES







Copyright© www.gov.cn 
			|
			
About us

			|
			
Contact us


Registration Number: 05070218
All rights reserved. The content (including but not limited to
			text, photo, multimedia information, etc) published in this site
			belongs to www.gov.cn.
Without written authorization from www.gov.cn, such content shall
			not be republished or used in any form.













",100,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Cooperation between East and Northeast China in the works,https://english.www.gov.cn/policies/latestreleases/201703/17/content_WS5d15ded3c6d03ce6787915a2.html,2017-03-17,True,environment,"
Cooperation between East and Northeast China in the works
























ENGLISH.GOV.CN
THE STATE COUNCIL
THE PEOPLE'S REPUBLIC OF CHINA

 

 
|

|

13  June  2025
    






 
 












 >>   >> LATEST RELEASES


			Cooperation between East and Northeast China in the works 






Updated:
Mar 17,2017 5:16 PM
	    english.gov.cn












China will promote cooperation between east and northeast provinces and urge the Northeast to learn from East China’s achievements, according to a circular issued by the State Council on March 17.
Authorities and State-owned enterprises in the Northeast region are asked to remake themselves by learning from the eastern region, in order to build a business-friendly environment.
And leading capital in East China will be encouraged to take part in SEO reform and invest in high-quality projects in northeast provinces through public-private partnerships (PPP).
East and northeast regions should jointly construct infrastructure — port, railway and highway — along the China-Mongolia-Russia economic corridor, and expand the northeast Asia market. 
Companies in both regions are also encouraged to take part in commercial expos held in the other, the circular said.
Pragmatic cooperation will be promoted in equipment manufacturing, agriculture, finance, culture, tourism, healthcare, and emerging industries, such as robotics, smart equipment and new materials.
Colleges and academic institutions in the two regions will be encouraged to expand exchanges and cooperation, including joint talent training and regular mutual visits.
The circular states that both regions should share resources on innovation and entrepreneurship, and the eastern region, in particular, should share its success stories in this regard. Talent in East China will also be encouraged to move and work in northeast companies.
According to the circular, partnerships will be formed between Liaoning and Jiangsu, Jilin and Zhejiang, Heilongjiang and Guangdong province.
Ties of cooperation will also be set up between cities such as Shenyang and Beijing, Dalian and Shanghai, Changchun and Tianjin, and Harbin and Shenzhen.









SERVICES












					CONTACT THE PREMIER





E-mail RESPONSES







Copyright© www.gov.cn 
			|
			
About us

			|
			
Contact us


Registration Number: 05070218
All rights reserved. The content (including but not limited to
			text, photo, multimedia information, etc) published in this site
			belongs to www.gov.cn.
Without written authorization from www.gov.cn, such content shall
			not be republished or used in any form.













",100,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Revised regulations to promote education for disabled,https://english.www.gov.cn/policies/latestreleases/201702/23/content_WS5d15de1ac6d03ce67879133d.html,N/A,True,environment,"
Revised regulations to promote education for disabled
























ENGLISH.GOV.CN
THE STATE COUNCIL
THE PEOPLE'S REPUBLIC OF CHINA

 

 
|

|









 
 












 >>   >> LATEST RELEASES


			Revised regulations to promote education for disabled






Updated:
Feb 23,2017 5:06 PM
	    english.gov.cn












The State Council recently approved a revised version of regulations regarding education of people with disabilities.
The newly amended regulations were passed at the 161st State Council executive meeting on Jan 11 and will be effective starting on May 1.
The regulations are made on the basis of China’s laws for education and protection of the rights and interests of disabled people.
According to the regulations, education of the disabled is part of the nation’s education development, and people with disabilities are entitled to an education.
Education will be provided for disabled people based on their physical and mental conditions to distinctly improve their qualities and create equal social and life opportunities.
Compulsory education, vocational education, preschool education, and higher education will be improved for the disabled.
General education will be the main method, while special education will be complementary.
Local governments above county level will strengthen efforts in education investment and environment for the disabled.
All education institutions should implement the national policy of education for the disabled and are banned from denying the enrollment of any disabled people eligible for education.
The regulations also call for private sectors to support education for the disabled, and organizations or individuals who make contributions to disabled education will be recognized. 





RELATED STORIES



China devises new curriculum for disabled students


Care for vulnerable groups in 2016









SERVICES












					CONTACT THE PREMIER





E-mail RESPONSES







Copyright© www.gov.cn 
			|
			
About us

			|
			
Contact us


Registration Number: 05070218
All rights reserved. The content (including but not limited to
			text, photo, multimedia information, etc) published in this site
			belongs to www.gov.cn.
Without written authorization from www.gov.cn, such content shall
			not be republished or used in any form.













",101,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
China issues five-year plan on transportation,https://english.www.gov.cn/policies/latestreleases/201702/28/content_WS5d15de37c6d03ce67879139f.html,N/A,True,environment,"
China issues five-year plan on transportation
























ENGLISH.GOV.CN
THE STATE COUNCIL
THE PEOPLE'S REPUBLIC OF CHINA

 

 
|

|









 
 












 >>   >> LATEST RELEASES


			China issues five-year plan on transportation 






Updated:
Feb 28,2017 5:00 PM
	    english.gov.cn












A five-year plan to develop China’s modern transportation was issued by the State Council on Feb 28.
The circular listed major tasks that include improving transportation networks, enhancing smart transportation, promoting green transportation, and developing new business modes in transportation. 
By 2020, high-speed railways will reach 30,000 kilometers — compared with 19,000 in 2015 — covering over 80 percent of cities with more than one million permanent residents. Railways, expressways and civil airports are expected to cover cities with permanent populations of over 200,000. Expressway mileage is expected to reach 150,000 kilometers and the number of civic airports 260.
The plan called for improvements in transportation networks concerning high-speed railways, expressways, airports, waterways and oil and gas pipelines. It includes building 10 horizontal and 10 vertical comprehensive transport corridors that interconnect east and west China, and north and south China. Transport corridors in central, west and northeast China were also highlighted. 
Meanwhile, most villages should be connected to asphalt or concrete roads, said the document. And the maintenance of existing roads in rural areas should be strengthened and improved.
The Belt and Road Initiative is a keyword in future transportation. More international transport corridors should be built, connecting China with Europe, North Africa, South Asia, Southeast Asia and Far East, according to the document. Construction of the modern Maritime Silk Road should also be accelerated, with its center in East China’s Fujian province. 
Transportation should be used to help urbanization and balanced development among regions, including the coordinated development among Beijing, Tianjin and Hebei province, and in the economic corridor along Yangtze River. 
Transportation should also be connected with poverty alleviation. More roads, railways, and shipping waterways should be built in poor regions, such as ethnic group regions and remote areas.
More urban subway networks should be built, covering cities with permanent residents of over 3 million.
Transport hubs should be improved in terms of their passenger and freight services. Postal service, express delivery and logistics should also be developed in efficiency and service quality.
Transportation enterprises are encouraged to go abroad, participating in the construction of overseas transport infrastructure and promoting the export of China-made transport equipment.
Cutting-edge technologies should be developed in various fields, such as high-speed railways, electric locomotives, maglev trains and passenger planes.
Smart transportation is emphasized in the document. Information technologies should be integrated with transportation, including cloud computing, big data, internet of things and mobile internet, in order to upgrade its service and management and administrative supervision.
Transportation should be developed in a greener way, said the document. Public transport should enjoy more support in cities. Old high-energy consumption autos and ships should be phased out and environment-friendly transportation should be encouraged, with more public support facilities such as charging stations being built.
New transport businesses are encouraged, according to the circular. Aviation industry should be promoted to connect with tourism, culture, and internet industry. Transportation should also be encouraged to cooperate with internet and logistics, to build an integral and smart logistics industry.
Administrative reform on transportation should be promoted. More red tape should be cut and simplified. Airspace management should be reformed. More low-altitude space should be open, according to the document. 
Market access and price mechanism on civil aviation and railways should be further eased for fair competition. Public-Private-Partnerships should be also promoted in transportation, the document added.








RELATED STORIES



Xinjiang to invest huge amount for highway network


China plans 2.6t yuan of transport investment in 2017









SERVICES












					CONTACT THE PREMIER





E-mail RESPONSES







Copyright© www.gov.cn 
			|
			
About us

			|
			
Contact us


Registration Number: 05070218
All rights reserved. The content (including but not limited to
			text, photo, multimedia information, etc) published in this site
			belongs to www.gov.cn.
Without written authorization from www.gov.cn, such content shall
			not be republished or used in any form.













",101,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
State Council approves Jixi city’s urban development plan (2011-2020),https://english.www.gov.cn/policies/latestreleases/201702/23/content_WS5d15de19c6d03ce678791339.html,N/A,True,environment,"
State Council approves Jixi city’s urban development plan (2011-2020)
























ENGLISH.GOV.CN
THE STATE COUNCIL
THE PEOPLE'S REPUBLIC OF CHINA

 

 
|

|









 
 












 >>   >> LATEST RELEASES


			State Council approves Jixi city’s urban development plan






Updated:
Feb 23,2017 3:00 PM
	    english.gov.cn












The State Council has issued a circular approving the urban development plan for Jixi city of Heilongjiang province from 2011 to 2020.
Jixi city is one of China’s important energy bases and central cities in the southeastern area of Heilongjiang province.
According to the circular, by 2020, the city’s downtown population will be capped within 821,000, and its land for city construction will be constrained at 91.04 square kilometers. Also, no new development zones or districts would be allowed to be established beyond the areas for construction.
The circular stressed green development, calling for improvement of a public transportation-based traffic system, parking system, utility corridors, and a comprehensive disaster prevention system.
The city should take measures to save energy and improve environment, including stepping up nonhazardous waste disposal and protection of natural reserves including Khanka Lake, or Xingkai Lake.
An overall planning program of developing public service facilities concerning education, medical care and municipal administration should be on the agenda, according to the circular. 
Besides, the city should put a high value on its historical and cultural heritage preservation, especially the site of the Hutou Fortress and the site of ancient tombs at Daobei Mountain, according to the circular.





RELATED STORIES



Kaifeng’s city plan approved


Further efforts to revitalize NE China


State Council OKs Hengyang’s city plan 









SERVICES












					CONTACT THE PREMIER





E-mail RESPONSES







Copyright© www.gov.cn 
			|
			
About us

			|
			
Contact us


Registration Number: 05070218
All rights reserved. The content (including but not limited to
			text, photo, multimedia information, etc) published in this site
			belongs to www.gov.cn.
Without written authorization from www.gov.cn, such content shall
			not be republished or used in any form.













",101,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
State Council approves Zhuzhou’s city plan,https://english.www.gov.cn/policies/latestreleases/201703/10/content_WS5d15de91c6d03ce6787914c4.html,N/A,True,"emission, emissions","
State Council approves Zhuzhou’s city plan
























ENGLISH.GOV.CN
THE STATE COUNCIL
THE PEOPLE'S REPUBLIC OF CHINA

 

 
|

|









 
 












 >>   >> LATEST RELEASES


			State Council approves Zhuzhou’s city plan






Updated:
Mar 10,2017 3:20 PM
	    english.gov.cn












The State Council has approved the overall urban planning (2006-2020) for Zhuzhou city in Central China’s Hunan province.
Zhuzhou is one of the major industrial cities and transportation hubs in Hunan province. By implementing the development concept of innovation, coordination, green development, openness and sharing, the plan is aimed at building Zhuzhou into a prosperous and livable modern city with a well-maintained ecological system and distinct features. 
Coordinated urban and rural development was urged in the designated area of 2,334 square kilometers, with extra attention paid to develop counties and major towns with potential, and optimize the overall layout of villages and towns. 
And further efforts will be made to strengthen the city’s coordination with neighboring cities such as Changsha and Xiangtan, to bring into full play the city cluster’s leading role in building a resource-saving and eco-friendly society. 
According to the plan, by 2020, the population of permanent residents in downtown Zhuzhou will be capped within 1.7 million, and the city’s urban construction land limited to 164 square kilometers. No new districts or development zones will be allowed beyond the approved area.
Newly added construction land should be strictly controlled, and underground space should be explored and utilized. Efforts should also be made to improve the land usage rate and protect basic farmlands.
The State Council also urged the Zhuzhou government to improve urban infrastructure, establishing a comprehensive transportation system and promoting the construction of urban parking lots.
Other city infrastructure, such as water supply and waste disposal systems, should be developed under a coordinated plan. Disaster prevention and reduction work should also be reinforced, the plan said.
The local government is urged to strictly control the emissions of pollutants, implement the strictest water resources management system, promote the construction of a “sponge city”, and enhance the protection of scenic spots and special ecological function areas. 
The State Council also called for the development of public services concerning education, medical care and municipal administration, and accelerating the renovation of shantytowns and dilapidated buildings to create a resident-friendly city.
Efforts should also be made to protect historic culture and natural reserves, and emphasize the ancient city features of Zhuzhou in the development process.








RELATED STORIES



State Council OKs Hengyang’s city plan 


New civil airport in Hunan approved 


Development plan for central regions 









SERVICES












					CONTACT THE PREMIER





E-mail RESPONSES







Copyright© www.gov.cn 
			|
			
About us

			|
			
Contact us


Registration Number: 05070218
All rights reserved. The content (including but not limited to
			text, photo, multimedia information, etc) published in this site
			belongs to www.gov.cn.
Without written authorization from www.gov.cn, such content shall
			not be republished or used in any form.













",101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
