title,url,publish_date,has_keyword,matched_keywords,fulltext,page_number,greenhouse gas,ghg,net-zero,carbon neutral,carbon neutrality,carbon emissions,climate change,carbon trading,carbon pricing,low-carbon,clean energy,greenhouse,carbon,environment,emission,environmental,emissions,sustainability
Changsha's territorial spatial plan approved,https://english.www.gov.cn/policies/latestreleases/202412/20/content_WS6765649bc6d0868f4e8ee2a5.html,2024-12-20,True,"low-carbon, carbon","The State Council has approved a national territorial spatial plan for Changsha city, the capital city of Central China’s Hunan province, for the 2021-2035 period, according to an official reply issued on Dec 20.
As per the reply, by 2035, the total area of cultivated land in Changsha should be no less than 2.9601 million mu, of which the protection area for permanent basic farmland should be no less than 2.5402 million mu, and the red line area for ecological protection should be no less than 783.82 square kilometers.
Meanwhile, the urban development area should be controlled within 1,308.67 square kilometers, and the area of construction land per unit of GDP should be reduced by no less than 40 percent.
Changsha is urged to actively participate in the Belt and Road Initiative, contribute to the high-quality development of the Yangtze Economic Belt, and participate in building urban clusters in the middle reaches of the Yangtze River.
Efforts should be made to accelerate the building of the urban system featuring regional coordination and urban-rural integration. The Xiangjiang New Area is supported to build itself into an important platform for opening-up.
The overall quality and stability of river, lake, and wetland ecosystems, such as that of the Xiangjiang River, should be enhanced. The development and utilization of the Xiangjiang River and its islands will be strictly planned. Also, the ecological shelter zones of Dawei Mountain, Fenghuang Mountain and Lianhua Mountain will be further fortified.
Changsha should strengthen the development of logistics hubs and aviation hubs, optimize the layout of port functions, improve external and internal channels with multi-directional connectivity and multimodal transport, reserve space for major infrastructure, and build a safe, convenient, green and low-carbon comprehensive urban transport system.
The circular also stressed highlighting the natural and cultural characteristics of urban and rural areas in Changsha, improving the space protection mechanism of cultural and natural heritage sites, protecting the natural reserves such as the Yuelu Mountain and strengthening the protection of red cultural heritage.",5,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Shijiazhuang's territorial spatial plan approved,https://english.www.gov.cn/policies/latestreleases/202412/19/content_WS6763cdfac6d0868f4e8ee1c0.html,2024-12-19,True,"low-carbon, carbon","The State Council has approved a national territorial spatial plan for Shijiazhuang, the capital city of North China's Hebei province, for the 2021-2035 period, according to an official announcement issued on Dec 18.
As a national comprehensive transportation hub, Shijiazhuang holds significant importance as a major city in the Beijing-Tianjin-Hebei region.
As per the reply, by 2035, the total area of cultivated land in Shijiazhuang should be no less than 7.1449 million mu, of which the protection area for permanent basic farmland should be at least 6.1887 million mu, and the red line area for ecological protection should not be less than 2633.33 square kilometers.
The reply called upon Shijiazhuang to deeply integrate into the coordinated development of the Beijing-Tianjin-Hebei region and strengthen collaboration with Beijing, Tianjin and Xiong’an New Area in Hebei Province.
Efforts should be made to accelerate the building of the urban system featuring regional coordination and urban-rural integration and improve service capabilities of downtown areas.
In the meantime, measures will be taken to fortify the Taihang Mountains ecological shelter zone, enhance the protection and restoration of the ecological systems of rivers, protect water sources including Gangnan and Huangbizhuang reservoirs, and exercise strict control over excessive exploitation of groundwater.
The circular also stressed to meet modern urban agriculture’s requirement for further development, and expand the production space for local agricultural specialties.
Furthermore, Shijiazhuang is asked to give priorities to guarantee the development space for advanced manufacturing and modern services industry, such as biomedicine and electronic information.
To build a comprehensive urban transport network that is safe, convenient, green and low-carbon, Shijiazhuang should strengthen its function as a railway and logistics hub and improve external and internal channels with multi-directional connectivity and multimodal transport.
In addition, the protection mechanism for cultural and natural heritages should be improved, according to the reply.",5,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"Xinghua listed as national historical, cultural city",https://english.www.gov.cn/policies/latestreleases/202412/17/content_WS67611065c6d0868f4e8ee0c6.html,2024-12-17,True,environment,"The Chinese government approved Xinghua city in East China’s Jiangsu province as a national historical and cultural city, according to an official reply released by the State Council on Dec 16.
The reply urged the provincial and city governments to further study and explore the connotation and value of historical and cultural resources, systematically carry out archaeological investigation and historical data research, and sort out the spatial pattern and development path of the ancient city of Xinghua.
While formulating and implementing special protection plans for Xinghua and cultural relics, work should be done to properly handle the relationship between urban construction and the protection of historical and cultural resources, the reply said.
In addition, the city is asked to protect and restore historic neighborhoods, shore up weak links in infrastructure and public service facilities, and continuously improve the quality of people’s living environment.
The restoration and protection of immovable cultural relics and historic buildings will also be strengthened.",5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Taiyuan's territorial spatial plan approved,https://english.www.gov.cn/policies/latestreleases/202412/19/content_WS6763c7d8c6d0868f4e8ee1bd.html,2024-12-19,True,"low-carbon, carbon, environment, environmental","The State Council has approved a national territorial spatial plan for Taiyuan city, the capital city of North China’s Shanxi province, for the 2021-2035 period, according to an official reply issued on Dec 18.
As per the reply, by 2035, the total area of cultivated land in Taiyuan should be no less than 1.5433 million mu, of which the protection area for permanent basic farmland should be no less than 1.0206 million mu, and the red line area for ecological protection should be no less than 1774.42 square kilometers.
Meanwhile, the urban development area should be controlled within 735.42 square kilometers, and the area of construction land per unit of GDP should be reduced by no less than 40 percent.
To support the new development pattern, the reply called upon Taiyuan to coordinately promote the high-quality development of the central region and the ecological protection and high-quality development in the Yellow River Basin, with deep integration into the coordinated development of Beijing-Tianjin-Hebei region.
It should also drive the integrated development of city clusters in Shanxi's central region, the reply said.
Meanwhile, efforts will be made to accelerate the balanced development of urban functions on both sides of the Fenhe river, and strengthen the coordination and integration between cities and towns.
Taiyuan should also promote the eco-environmental protection of the Fenhe river basin and strengthen the ecological protection and restoration of the Dongshan and Xishan mountains in Taiyuan.
While ensuring the space demand of modern urban agriculture, priority will also be given to the development of scientific and technological innovation and advanced manufacturing.
In addition, the city will enhance its functions as both railway and logistic hubs with a safe, convenient, green and low-carbon comprehensive urban transport network.
A spatial system for the protection of cultural and natural heritages should also be built, with strict spatial regulation of the underground archaeological remains, according to the reply.",5,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0
Kunming's territorial spatial plan approved,https://english.www.gov.cn/policies/latestreleases/202412/21/content_WS67662da0c6d0868f4e8ee2f3.html,2024-12-21,True,"low-carbon, carbon, environment","The State Council has approved a national territorial spatial plan for Kunming, the capital city of Southwest China's Yunnan province, for the 2021-2035 period, according to an official reply issued on Dec 20.
As an international comprehensive transportation hub, Kunming is a regional central city open to South Asia and Southeast Asia and a national historical and cultural city.
As per the reply, by 2035, the total area of cultivated land in Kunming should be no less than 5.628 million mu, of which the protection area for permanent basic farmland should be at least 4.52 million mu, and the red line area for ecological protection should not be less than 4265.03 square kilometers.
The reply called upon Kunming to deeply integrate into the joint construction of the Belt and Road, strengthening its leading and radiating role in South and Southeast Asia regions, enhancing cooperation with other cities along the Yangtze River Economic Belt and playing a lead role in the coordinated development of city clusters in central Yunnan province.
Efforts should be made to accelerate the building of an urban system featuring regional coordination and urban-rural integration, improve service capabilities of downtown areas, and spur the development of Dianzhong New Area in an orderly manner.
Meanwhile, the reply also stressed the need to fortify ecological barriers in the upper reaches of the Yangtze River, and advance comprehensive treatment of the water environment of Dianchi Lake and Yangzonghai Lake.
Moreover, Kunming should guarantee space to meet modern urban agriculture’s requirement for further development and expand the development space for characteristic agriculture.
Priorities should be given to guarantee the space demand of advanced manufacturing, and the spatial layout for the modern services industry including tourism and trade should be improved.
To build a comprehensive urban transport network that is safe, convenient, green and low-carbon, Kunming is asked to build an international aviation hub, connecting South Asia and Southeast Asia, strengthen its function as a railway hub and improve external and internal channels with multi-directional connectivity and multimodal transport.
In addition, the protection mechanism for cultural and natural heritages should be improved, according to the reply.",5,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
"China trims administrative rules to boost business environment, opening up",https://english.www.gov.cn/policies/latestreleases/202412/13/content_WS675c2a63c6d0868f4e8edeee.html,2024-12-13,True,environment,"BEIJING, Dec. 13 -- China has announced decisions to amend and repeal 25 administrative regulations to promote standardized and impartial law enforcement, enhance a law-based business environment, and foster high-level opening up to the world.
Chinese Premier Li Qiang has signed a State Council decree formalizing these decisions, which is scheduled to take effect on Jan. 20 next year.
The 21 revised regulations include those concerning the supervision of medical devices, the administration of publishing, and adjustments to certain penalty mechanisms.
Seven of these regulations, including one on governing business premises for internet access services, build on successful pilot practices from free trade zones and will now be implemented nationwide.
Key amendments include eliminating certain approval requirements and transitioning others to record-based management, aimed at further stimulating business vitality.
The four revoked administrative regulations include provisions related to institutions overseeing public health promotion programs.",5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Fuzhou's territorial spatial plan approved,https://english.www.gov.cn/policies/latestreleases/202412/13/content_WS675ba5bdc6d0868f4e8edea6.html,2024-12-13,True,"low-carbon, carbon","The State Council has approved a national territorial spatial plan for Fuzhou, the capital city of East China's Fujian Province, for the 2021-2035 period, according to an official reply issued on Dec 12.
As a national comprehensive transportation hub, Fuzhou holds significant importance as a major city on the southeast coast of China and a national historical and cultural city.
As per the reply, by 2035, the total area of cultivated land in Fuzhou should be no less than 1.4213 million mu, of which the protection area for permanent basic farmland should be at least 1.2672 million mu, and the red line area for ecological protection should not be less than 5,082.05 square kilometers.
The reply urged Fuzhou to build an important platform for exchanges and cooperation among countries and regions along the 21st Century Maritime Silk Road to deeply integrate into the joint construction of the Belt and Road Initiative.
In the meantime, it should strengthen exchange and cooperation across the Strait, and align with the integrated development of the Yangtze River Delta region and the construction of the Guangdong-Hong Kong-Macao Greater Bay Area.
More efforts should be made to accelerate the construction of an urban system with regional coordination and integrated urban and rural areas, improve service capabilities of downtown areas, enhance Fuqing urban area’s capacity for driving the development of surrounding areas and promote coordinated development with the Pingtan Comprehensive Experimental Zone.
The circular also stressed the need to fortify ecological barriers in western mountainous areas and protect the ecological systems of rivers. Fuzhou should also take more steps to improve the spatial layout for modern urban agriculture, expand the production space for local agricultural specialties and guarantee the space demand for modern marine ranches.
It also asked to give priority to guaranteeing space for the development of scientific and technological innovation, advanced manufacturing and modern service industries.
To build a comprehensive urban transport network that is safe, convenient, green and low-carbon, Fuzhou should strengthen its function as an aviation and shipping hub and improve external and internal channels with multi-directional connectivity and multimodal transport.
In addition, the protection mechanism for cultural and natural heritages should be improved, according to the reply.",6,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Nanchang's territorial spatial plan approved,https://english.www.gov.cn/policies/latestreleases/202412/06/content_WS67529adac6d0868f4e8edb8d.html,2024-12-06,True,"low-carbon, carbon","The State Council has approved a national territorial spatial plan for Nanchang for the 2021-2035 period, according to an official reply issued on Dec 5.
As the provincial capital of East China’s Jiangxi province, Nanchang stands as a major city in the middle reaches of the Yangtze River. It is a national historical and cultural city, as well as a national comprehensive transportation hub.
According to the reply, by 2035, the total area of cultivated land in Nanchang should be no less than 3.6443 million mu, of which the protection area for permanent basic farmland will be no less than 3.2201 million mu, and the red line area for ecological protection should not be less than 1,067.85 square kilometers.
The circular stressed the need to actively integrate the region with the construction of the Belt and Road Initiative, deeply participate in the high-quality development of the Yangtze River Economic Belt and align with the integrated development of the Yangtze River Delta region and the construction of Guangdong–Hong Kong–Macao Greater Bay Area.
More measures should be taken to advance the coordinated development of city clusters in the middle reaches of the Yangtze River.
While accelerating the construction of an urban system with regional coordination and integrated urban and rural areas, ecological protection should also be strengthened.
To build a safe, convenient, green and low-carbon comprehensive urban transport network, Nanchang should strengthen its function as a railway hub and improve external and internal channels with multi-directional connectivity and multimodal transport.
Modern urban agricultural space should be ensured, and the space needed for advanced manufacturing development should be prioritized, according to the reply.
In addition, Nanchang is asked to improve the protection mechanism for cultural and natural heritages.",6,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Territorial spatial plan approved for Hefei,https://english.www.gov.cn/policies/latestreleases/202412/12/content_WS675ac936c6d0868f4e8ede49.html,2024-12-12,True,"low-carbon, carbon","The State Council has approved a national territorial spatial plan for Hefei city, the capital city of East China’s Anhui province, for the 2021-2035 period, according to an official reply issued on Dec 12.
As per the reply, by 2035, the total area of cultivated land in Hefei should be no less than 7.0517 million mu, of which the protection area for permanent basic farmland should be no less than 6.1852 million mu, the red line area for ecological protection should be no less than 1,228.40 square kilometers, and the boundary area for urban development should be within the limit of 1,289.30 square kilometers.
To support the new development pattern, the reply called upon Hefei to play an active role in serving the joint construction of the Belt and Road Initiative, and participate in the development of the Yangtze River Economic Belt with deep integration in the development of the Yangtze River Delta.
Meanwhile, regional coordination for land use and space development and protection in the Hefei metropolitan area should also be strengthened, according to the reply.
The development and protection of territorial space will be systematically optimized, the reply added.
To that end, efforts will be made to accelerate the construction of an urban system with regional coordination and urban-rural integration, and coordinate ecological protection and restoration in the Yangtze River and Huai River basins.
While ensuring the space demand of modern urban agriculture, priority will also be given to the development of scientific and technological innovation and advanced manufacturing.
In addition, the city will work toward becoming an international aviation hub and a national railway hub with a safe, convenient, green and low-carbon comprehensive urban transport network.
A spatial system for the overall protection of cultural resources, natural resources and landscape resources should also be built, according to the reply.",6,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"China seeks reform, innovative development of digital trade",https://english.www.gov.cn/policies/latestreleases/202411/29/content_WS6748f504c6d0868f4e8ed7fb.html,2024-11-29,True,environment,"BEIJING, Nov. 28 -- Chinese authorities on Thursday announced a set of goals to expand digital trade as the country moves to boost the sector's reform and innovative development.
The country expects the digitally deliverable services trade's share of the overall services trade to exceed 45 percent by 2029 and 50 percent by 2035, according to the guideline document, which was made public by the general offices of the Communist Party of China Central Committee and the State Council.
By 2035, a well-organized, secure and efficient digital trade governance system will be established in full, with comprehensive improvement seen in institutional opening-up, according to the guidelines.
The document says that efforts will be made to develop the trade of digital products and technologies, optimize the digital services trade, promote the high-quality development of digitally ordered trade, and foster digital trade entities.
To expand institutional opening-up in digital trade, China will ease market access and encourage foreign investment in the digital sector. The telecommunication, internet and culture industries, among others, will open more broadly in an orderly manner.
China will boost and regulate the cross-border flow of data, and build platforms for the high-standard opening-up of digital trade, per the guidelines.
They note that while ensuring the security of important data and personal information, China will work to establish an efficient, convenient and secure mechanism for cross-border data flows.
To improve the digital trade governance system, China will participate actively in the formulation of international rules for digital trade, and help create an open, fair, just and non-discriminatory environment for digital development.
The country will advance work related to the Digital Economy Partnership Agreement, as well as the Comprehensive and Progressive Agreement for Trans-Pacific Partnership, according to the document.
It also says that global cooperation on digital trade will be deepened, and that security governance in the digital sector will be strengthened. Work will be done to boost cooperation in areas such as artificial intelligence, big data, cross-border settlement and mobile payments, and to boost the interconnectivity of digital infrastructure.
The value of China's digitally deliverable services imports and exports hit a historic high of 1.42 trillion yuan (about 197.5 billion U.S. dollars) in the first half of 2024, representing a year-on-year increase of 3.7 percent, official data shows.",6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Jinan's territorial spatial plan approved,https://english.www.gov.cn/policies/latestreleases/202411/12/content_WS673469b1c6d0868f4e8ece68.html,2024-11-12,True,environment,"The State Council has approved a national territorial spatial plan for Jinan for the 2021-2035 period, according to an official reply issued on Nov 11.
As a national historical and cultural city, as well as a national comprehensive transportation hub, Jinan holds significant importance as a major city in the Yellow River basin.
According to the reply, by 2035, the total area of cultivated land in Jinan should be no less than 5.0327 million mu, of which the protection area for permanent basic farmland will be no less than 4.435 million mu, and the red line area for ecological protection should be no less than 1,238 square kilometers.
The circular stressed efforts to strengthen regional coordination in the development, protection and utilization of territorial spatial in the Jinan metropolitan area and foster a new paradigm of territory development and protection with obvious main functions, complementary advantages and high-quality development.
While accelerating the construction of an urban system with regional coordination and integrated urban and rural areas, the reply also called for efforts to coordinate the infrastructures spaces such as water conservancy, energy resources, environment, communications and national defense.
Jinan should also take steps to improve the protection mechanism for cultural and natural heritages and strengthen the protection of world heritages, scenic and historic sites, and famous springs such as Baotu Spring, Black Tiger Spring, Five Dragons Pool and Pearl Spring, building a spatial system for holistic protection of cultural, natural and landscape resources.
The reply also specified that the plan must not be revised or modified at will by any departments or individuals.",7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Territorial spatial plan approved for Nanning,https://english.www.gov.cn/policies/latestreleases/202411/14/content_WS673591d5c6d0868f4e8eceec.html,2024-11-14,True,"low-carbon, carbon","The State Council has approved a national territorial spatial plan for Nanning, Southern China's Guangxi Zhuang autonomous region for the 2021-2035 period, according to an official reply issued on Nov 13.
According to the reply, by 2035, the total area of cultivated land in Nanning should be at least 7.07 million mu, of which the protection area for permanent basic farmland should be at least 6.02 million mu, and the red line area for ecological protection should be no less than 3,020.52 square kilometers.
To underpin new development patterns, the reply calls for the deep integration of Nanning in the joint construction of the Belt and Road Initiative, requesting the city to build a high-quality China-ASEAN cooperation zone for cross-border industrial integration and development.
While building the new western land-sea corridor at a high level, Nanning should also lead the high-quality development of the Beibu Gulf urban cluster, the reply said.
The development and protection of territorial spaces will be systematically optimized.
To that end, efforts will be made to accelerate the construction of an urban system with regional coordination and urban and rural integration, and strengthen the cross-border opening-up functions of the city's airport.
In addition to the space demand for modern urban agriculture, priority will also be given to the development of scientific and technological innovation and advanced manufacturing.
Furthermore, the city will strengthen functional coordination with Beihai, Qinzhou and Fangchenggang, and improve internal and external transportation channels with a safe, convenient, green and low-carbon comprehensive urban transport network.
The protection of historic urban areas and cultural streets was also stressed in the reply.",7,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Territorial spatial plan approved for Qingdao,https://english.www.gov.cn/policies/latestreleases/202411/14/content_WS6735a7fec6d0868f4e8ecef7.html,2024-11-14,True,"low-carbon, carbon","The State Council has approved a national territorial spatial plan for Qingdao, East China's Shandong province, for the 2021-2035 period, according to an official reply issued on Nov 13.
According to the reply, by 2035, the total area of cultivated land in Qingdao should be at least 6.3414 million mu, of which the protection area for permanent basic farmland should be at least 5.6870 million mu, and the red line area for ecological protection should be no less than 1,705.00 square kilometers.
To underpin new development patterns, the reply calls for the deep integration of Qingdao in the joint construction of the Belt and Road Initiative, requiring the city to promote the development of China-Shanghai Cooperation Organization Local Economic and Trade Cooperation Demonstration Area and leading the coordinated development of city clusters on the Shandong Peninsula.
While promoting integrated development of the port, industry and city in the West Coast New Area of Qingdao and the compact layout of cities and towns around the Jiaozhou Bay area, coordinated ecological protection on land and at sea should be promoted, the reply said.
Major production areas of agricultural products in the Jiaolai Plain should be protected, the reply said, while Qingdao is also asked to give priority to ensuring the space for developing advanced manufacturing and scientific and technological innovation industries.
The reply said that efforts will be made to strengthen the functional coordination of Qingdao Port with the regional ports around the Huanghai and Bohai seas, improve the external and internal channels with multi-directional connectivity and multimodal transport, and build a safe, convenient, green and low-carbon comprehensive urban transport network.
The protection of historic urban areas and cultural streets was also stressed in the reply.",7,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
China to promote institutional opening-up practices of pilot FTZs,https://english.www.gov.cn/policies/latestreleases/202410/26/content_WS671c95c8c6d0868f4e8ec572.html,2024-10-26,True,environment,"The State Council has approved the replication and promotion of institutional opening-up measures of pilot free trade zones in more regions in alignment with international high standards, according to a circular released on Oct 25.
In June 2023, the State Council piloted institutional opening-up measures in FTZs in Shanghai, Guangdong, Tianjin, Fujian and Beijing, as well as in the Hainan Free Trade Port. After one year, the pilot areas carried out a batch of leading institutional innovations and accumulated experiences for the country to steadily promote its institutional opening-up.
In order to harmonize rules, regulations, management and standards on a broader basis and create a transparent, stable and predictable institutional environment, efforts will be made to replicate and apply practices developed in pilot free trade zones to more regions, the circular said.
The circular noted the need to actively align with high-standard international economic and trade rules, expand institutional opening-up with regard to rules, regulations, management and standards, and build institutional systems and regulatory models in alignment with high-standard international economic and trade rules on a large-scale.
Governments at provincial levels should strengthen organization, improve working mechanisms and fully implement these measures, with enhanced support and guidance from the related department of the State Council, the circular said. The Ministry of Commerce is also required to strengthen overall coordination.
All the regions and related departments have been tasked with providing solutions to problems and issues in a timely manner, continuously improving related measures and reporting major issues according to procedures.",7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Nanjing’s territorial spatial plan approved,https://english.www.gov.cn/policies/latestreleases/202409/19/content_WS66ebe51ac6d0868f4e8eb16a.html,2024-09-19,True,"low-carbon, carbon","The State Council has approved a national territorial spatial plan for East China’s Nanjing municipality for the 2021-2035 period, according to an official reply released on Sept 18.
As per the reply, by 2035, the total area of cultivated land in Nanjing should be no less than 2.08 million mu, of which the protection area for permanent basic farmland should be at least 1.86 million mu, and the red line area for ecological protection should be no less than 496.64 square kilometers, and the urban development area within 1,492.53 square kilometers.
To build a territorial spatial system that supports the new development paradigm, the circular asked Nanjing to serve as a bi-directional open hub connecting the east and west, and enhance coordinated development with cities such as Shanghai, Hangzhou, Hefei, and others.
The development and protection of territorial space will be systematically optimized, the reply added.
To that end, efforts will be made to accelerate the construction of an urban system with regional coordination and integration of urban and rural areas. The ecological preservation and green development of the Yangtze River will be strengthened with strict development of the Yangtze River and its islands and shorelines.
While ensuring the space demand of modern urban agriculture, priority will also be given to the development of scientific and technological innovation, advanced manufacturing and modern service industries.
In addition, the city will work toward becoming an international aviation hub, a national railway hub and a national logistics hub with a safe, convenient, green and low-carbon comprehensive urban transport network.
The protection of historic urban areas and neighborhoods and world cultural heritage sites and red cultural heritage sites such as the Xiaoling Mausoleum of the Ming Dynasty (Mingxiaoling) should also be enhanced, the reply said.",8,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
China to promote high-quality development of futures market with better risk control,https://english.www.gov.cn/policies/latestreleases/202410/11/content_WS67091eeac6d0868f4e8ebb77.html,2024-10-11,True,environment,"China will strengthen risk monitoring and control to support the high-quality development of the futures market, said a circular approved by the State Council on Oct 11.
According to the circular, by 2029, China will step up efforts to build a regulation system and an overarching business framework in the sector, and form a safe, standard, transparent, open, dynamic, and resilient futures market system to attract full participation of global traders in major commodities in 2035.
As part of strict supervision over futures trading activities, work will be done to strengthen regulation through all trading activities with enhanced full-process monitoring on frequent transactions.
Meanwhile, severe actions will be taken to resolutely curb excessive speculative speculations and crack down on illegal behaviors in the market.
In terms of supervision of futures companies, efforts will be made to strengthen their equity management and corporate governance, regulate business operations of these companies and their subsidiaries, and improve the long-term mechanism for risk clearances, the circular said.
To strengthen risk prevention in the futures market, work will be done to enhance the risk prevention and early warning system with robust risk indicator monitoring across exchanges, markets, and borders, and improve the ability to deal with risks.
Measure also should be made to improve the effectiveness of commodity futures markets in order to serve the real economy, the circular said. To that end, the function of futures and share options will be fully explored.
The financial futures and derivatives market should be developed prudently, and steps will be taken to raise the level of development of financial futures and derivatives markets and deepen the regulatory reform of derivatives in the capital market, the circular said.
In addition, the opening-up of the futures market should be promoted steadily, with efforts to continue to expand institutional opening-up at a high level and strengthen regulatory capacity in an open environment.
The circular also noted coordinated supervision in the futures market with optimized allocation of futures supervision resources and better cross-departmental and cross-regional regulatory coordination.",8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
China issues guidelines to promote service trade with opening up,https://english.www.gov.cn/policies/latestreleases/202409/03/content_WS66d64d2fc6d0868f4e8ea787.html,2024-09-03,True,environment,"BEIJING, Sept. 2 -- China's State Council has unveiled a set of guidelines to promote high-quality development of trade in services with high-standard opening up.
The introduction of the guidelines, which listed 20 major tasks in five aspects, is expected to accelerate the process of digital, intelligent and green development of trade in services in the country.
It is also expected to expand the scale, optimize the structure, improve the efficiency and enhance the strength of trade in services, to make greater contributions to building an open economy at a higher level in China.
The guidelines called for promoting institutional opening up of trade in services, fully constructing the management system of the negative list for cross-border trade in services and improving the standardization level of service trade.
They also stressed promoting the cross-border flow of factors of production and innovative development of key areas such as international transportation, tourism and financial services.
It is necessary to expand the layout of the international market and deepen international cooperation in trade in services, while innovative support policies and measures will be improved in the country.
The country will create an environment for the development of trade in services that promotes opening up, innovation, fair competition and order, according to the guidelines.",8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"China issues guidelines on accelerating development, utilization of data resources",https://english.www.gov.cn/policies/latestreleases/202410/09/content_WS670683c8c6d0868f4e8eb9d3.html,2024-10-09,True,environment,"BEIJING, Oct. 9 -- The general offices of the Communist Party of China Central Committee and the State Council have unveiled a set of guidelines on accelerating the development and utilization of public data resources, to provide solid support for making the digital economy strong and building new competitive advantages for the country.
By 2025, the system and rules for the development and utilization of public data resources will be preliminarily established. Data products and services will continue to be enriched, and significant progress should be made in the development and utilization of public data resources in key industries and regions, according to the guidelines.
By 2030, a comprehensive system for the development and utilization of public data resources will be established, with compliant and efficient data circulation and use. In the meantime, public data will play a full role as an essential factor in empowering the real economy, expanding consumer demand and investment space, as well as improving governance capacity.
A sound policy system for data opening should be built, the guidelines said, stressing that measures should be taken to ensure data is made open in an orderly manner in accordance with the law and regulations, under the premise of safeguarding national data security, protecting personal information and business secrets.
The guidelines also encourage innovative applications to promote the healthy development of the data industry, and call for coordinating development and security to create a sound environment for the development and utilization of public data resources.",8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Shenzhen’s territorial spatial plan approved,https://english.www.gov.cn/policies/latestreleases/202409/30/content_WS66fa5310c6d0868f4e8eb6c9.html,2024-09-30,True,"low-carbon, carbon","The State Council has approved a national territorial spatial plan for South China’s Shenzhen municipality for the 2021-2035 period, according to an official reply released on Sept 29.
As per the reply, by 2035, the total area of cultivated land in Shenzhen should be no less than 32,400 mu, of which the protection area for permanent basic farmland should be at least 34,000 mu. The red line area for ecological protection should be no less than 872.02 square kilometers, of which the red line area of marine ecological protection should be no less than 394.28 square kilometers.
Meanwhile, the urban development area should be controlled within 1,130.74 square kilometers, and the area of construction land per unit of GDP should be reduced by no less than 41 percent.
The circular stressed to thoroughly leverage the Guangdong-Hong Kong-Macao Greater Bay Area’s role as the core engine for in-depth cooperation and coordinated development with Hong Kong and Macao.
To build a safe, convenient, green and low-carbon comprehensive urban transportation system, efforts will be made to accelerate the construction of an international aviation hub with a wider coverage of service network, and to improve the port function system, the reply said.",8,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
China-Singapore Tianjin Eco-City to be national demonstration zone for green development,https://english.www.gov.cn/policies/latestreleases/202408/08/content_WS66b46d2bc6d0868f4e8e9cc8.html,2024-08-08,True,"low-carbon, carbon, environment","The State Council approved a request from Tianjin Municipal People’s Government and the National Development and Reform Commission for an implementation plan to build a national demonstration zone for green development in China-Singapore Tianjin Eco-City for the 2024-2035 period, according to an official reply released on Aug 7.
The plan's implementation should give full play to the advantages of the China-Singapore cooperation platform, and deepen communication and cooperation between the two countries in green technologies, equipment, services, infrastructure and finance.
The construction of this national demonstration zone for green development should take low-carbon and high-quality development as the main task, high value-added segmented industries as the focus, and a world-class business environment as the feature, the reply said.
Efforts will be made to promote the concept of green development being integrated into the whole process of Tianjin Eco-City's economic and social development, bringing the main indicators of green development in Tianjin Eco-City to world-leading levels by 2035.
The Tianjin government should enhance organization and leadership and improve the working mechanism. Relevant departments of the State Council should carry out tasks according to their duties. The National Development and Reform Commission should take the lead in providing guidance and tracking analysis.",9,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
