title,url,publish_date,has_keyword,matched_keywords,fulltext,page_number,greenhouse gas,ghg,net-zero,carbon neutral,carbon neutrality,carbon emissions,climate change,carbon trading,carbon pricing,low-carbon,clean energy,greenhouse,carbon,environment,emission,environmental,emissions,sustainability
China to promote random inspections,https://english.www.gov.cn/policies/latestreleases/201508/05/content_WS5d1573e7c6d03ce67878eb6d.html,N/A,True,environment,"
China to promote random inspections
























ENGLISH.GOV.CN
THE STATE COUNCIL
THE PEOPLE'S REPUBLIC OF CHINA

 

 
|

|









 
 












 >>   >> LATEST RELEASES


			China to promote random inspections






Updated:
Aug 5,2015 3:15 PM
	    english.gov.cn












China will promote a mechanism of random inspections to regulate government supervisory activities, with the aim of ensuring a fair market environment and to “foster entrepreneurship among the masses”, the State Council General Office said in a circular issued on Aug 5.
The circular asks local governments and departments under the State Council to compile a list concerning random inspections and establish a “two-way random inspection” mechanism — which involves selecting both the targets of the inspections and the inspectors randomly.
Local governments and departments are also required to establish a “reasonable ratio and frequency” for the inspections, punish illegal behavior as a sort of deterrent, and make information concerning the results of the inspections available to the general public in a timely manner.
Additionally, the circular requires local governments and departments to carry out supervisory activities in accordance with the country’s laws and regulations, enhance equity and efficiency, promote transparency — and coordination among departments. 
In order to facilitate the process, China will speed up the building of a unified market supervisory information platform, and the results of the random inspections will be linked to the social credit system, the circular said. 
Local governments above the county level are required to coordinate relevant departments in order to jointly conduct random inspections, making it possible for different departments to carry out inspections of one market entity at the same time.
Local governments and departments under the State Council are expected to draft plans regarding the inspections. They are required to submit detailed lists of duties and timetables to the State Council’s coordination group for the government’s transformation of its functions — by the end of September 2015.









SERVICES












					CONTACT THE PREMIER





E-mail RESPONSES







Copyright© www.gov.cn 
			|
			
About us

			|
			
Contact us


Registration Number: 05070218
All rights reserved. The content (including but not limited to
			text, photo, multimedia information, etc) published in this site
			belongs to www.gov.cn.
Without written authorization from www.gov.cn, such content shall
			not be republished or used in any form.













",130,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
China plans eco-civilization system reform,https://english.www.gov.cn/policies/latestreleases/201508/12/content_WS5d157407c6d03ce67878ebdd.html,N/A,True,"environment, environmental","
China plans eco-civilization system reform
























ENGLISH.GOV.CN
THE STATE COUNCIL
THE PEOPLE'S REPUBLIC OF CHINA

 

 
|

|









 
 












 >>   >> LATEST RELEASES


			China plans to reform eco-civilization system






Updated:
Aug 12,2015 3:01 PM
	    english.gov.cn












The State Council General Office published a plan on Aug 12 on building a network to monitor the ecological environment, with the aim of supporting the building of an ecological civilization and to form a new ecological environment monitoring pattern.
According to the plan:
- Duties and responsibilities of every department should be clarified, so as to promote cooperation and enhance the supervision of the monitoring process.
- Laws, regulations, standards and technical specifications of the sector should be improved. The monitoring network should be planned as a whole.
- Scientific research and comprehensive analysis of the monitoring should be enhanced based on the latest innovations in science and technology. New advanced technologies, facilities and systems, such as satellite remote sensing, should be fully utilized so that the monitoring process is more systematic and efficient. 
- Monitored data should be published online and also shared nationwide via other channels. Big data analysis should be introduced to improve the supervision of the monitoring.
- By 2020, a monitoring network covering China’s environmental quality, major pollution sources and ecological condition will be built nationwide, forecasting and security will be improved - and the relevant authorities will coordinate to monitor the land, seas and skies. 









SERVICES












					CONTACT THE PREMIER





E-mail RESPONSES







Copyright© www.gov.cn 
			|
			
About us

			|
			
Contact us


Registration Number: 05070218
All rights reserved. The content (including but not limited to
			text, photo, multimedia information, etc) published in this site
			belongs to www.gov.cn.
Without written authorization from www.gov.cn, such content shall
			not be republished or used in any form.













",130,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0
China boosts tourism investment and consumption,https://english.www.gov.cn/policies/latestreleases/201508/11/content_WS5d157402c6d03ce67878ebca.html,N/A,True,environment,"
China boosts tourism investment and consumption
























ENGLISH.GOV.CN
THE STATE COUNCIL
THE PEOPLE'S REPUBLIC OF CHINA

 

 
|

|









 
 












 >>   >> LATEST RELEASES


			China boosts tourism investment and consumption






Updated:
Aug 11,2015 5:09 PM
	    english.gov.cn












The State Council issued a circular on Aug 11 which focuses on boosting tourism investment and consumption so as to develop the modern service industry and increase employment.
The circular focuses on improving tourism infrastructure and consumption, stressing the need to improve the tourism consumption of “soft environment,” provide high-quality consulting and transportation services, promote the construction of parking lots and roads, regional airports in the country’s mid-western area, and public restrooms at scenic spots.
In order to promote investment and open new markets for tourism, the State Council plans to speed up construction of campsites for self-driving tourists, promote cruise tourism and yacht vacations, develop featured tourism, tourism-related products, and tourism equipment industry, and promote the development of “Internet plus tourism”.
The circular aims to promote the development of featured tourist commodities, tourism for the elderly, study tours, and health and wellness tours to stimulate tourism consumption and cultivate new consumption hotspots.
The circular also aims to improve rural tourism, and focuses on efforts to develop rural tourism based on the local environment and culture, improve infrastructure and encourage mass entrepreneurship in rural areas, and alleviate poverty with the help of rural tourism.
It also focuses on the implementation of paid leave and calls for flexible leave schedules of government departments, enterprises and other institutions, in an effort to stimulate tourism consumption.
In addition, the circular calls for stronger government support, such as the introduction of a tourism shopping tax refund policy, setting up a tourism development fund, assistance for enterprises involved in tourism investment and projects through public-private partnership, and supporting tourism infrastructure and public service facilities.
It also focuses on the wise exploitation of land, sea, and islands related to the tourism industry, and promotes the development of financing channels for tourism enterprises.












SERVICES












					CONTACT THE PREMIER





E-mail RESPONSES







Copyright© www.gov.cn 
			|
			
About us

			|
			
Contact us


Registration Number: 05070218
All rights reserved. The content (including but not limited to
			text, photo, multimedia information, etc) published in this site
			belongs to www.gov.cn.
Without written authorization from www.gov.cn, such content shall
			not be republished or used in any form.













",130,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Ruijin named National Famous Historical and Cultural City,https://english.www.gov.cn/policies/latestreleases/201508/19/content_WS5d15742bc6d03ce67878ec5e.html,N/A,True,environment,"
Ruijin named National Famous Historical and Cultural City
























ENGLISH.GOV.CN
THE STATE COUNCIL
THE PEOPLE'S REPUBLIC OF CHINA

 

 
|

|









 
 












 >>   >> LATEST RELEASES


			Ruijin named National Famous Historical and Cultural City






Updated:
Aug 19,2015 11:16 AM
	    english.gov.cn












Ruijin, a city in East China’s Jiangxi province, has officially become one of the “National Famous Historical and Cultural Cities”, according to a statement released by the State Council on Aug 19.
The city, with a long history and rich revolutionary heritage, is known as the “Cradle of the People’s Republic of China”.
The State Council said it made the decision as Ruijin is a well-preserved city of great cultural and historical significance. 
It asked authorities in Jiangxi province and Ruijin to combine urban construction and the protection of historical and cultural relics according to relevant laws, and to also clearly state their conservation goals. 
The State Council also asked officials to formulate specific plans as part of overall urban planning, delineate protected areas and outline protection measures. 
The planning and construction should focus on the protection of the urban environment as well as the renovation of historical buildings, according to the statement. 
It also said that the authorities should not permit any construction projects that are incompatible with the city’s environment and landscape. 









SERVICES












					CONTACT THE PREMIER





E-mail RESPONSES







Copyright© www.gov.cn 
			|
			
About us

			|
			
Contact us


Registration Number: 05070218
All rights reserved. The content (including but not limited to
			text, photo, multimedia information, etc) published in this site
			belongs to www.gov.cn.
Without written authorization from www.gov.cn, such content shall
			not be republished or used in any form.













",130,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Lanzhou urban construction plan gets green light,https://english.www.gov.cn/policies/latestreleases/201507/20/content_WS5d157393c6d03ce67878ea39.html,N/A,True,"environment, environmental","
Lanzhou urban construction plan gets green light
























ENGLISH.GOV.CN
THE STATE COUNCIL
THE PEOPLE'S REPUBLIC OF CHINA

 

 
|

|









 
 












 >>   >> LATEST RELEASES


			Lanzhou urban construction plan gets green light






Updated:
Jul 20,2015 10:49 AM
	    english.gov.cn












The State Council on July 20 approved a 10-year plan for urban construction in Lanzhou, capital city of Northwest China’s Gansu province, and situated on a strategic point along the Silk Road economic belt.
According to the plan, which outlined the major tasks for Lanzhou’s urban planning before 2020, efforts will be made to build the city into a key platform for China’s westward opening-up and develop it into a modern and green city with a thriving economy.
To ensure the goals, the authorities will pay particular attention to unified development of both urban and rural areas within a planning area of 5,810 square kilometers, by improving living conditions of villagers and promoting equal access to public services in urban and rural areas. 
By 2020 the permanent residential population in the central urban area will not exceed 2.75 million while urban construction will take place within an area of 250 square kilometers, ensuring the city is not burdened by unplanned population growth. 
Construction within the Lanzhou New Area, set up with the State Council’s approval in 2012, will ensure that Lanzhou plays a bigger role in promoting the development of Gansu province and neighboring areas, pushing forward the development of western regions, as well as facilitating China’s westward opening up. 
Efforts are also demanded to accelerate the infrastructure of external transportation systems, including highways, railways and airports, to boost city links with other areas. 
Moreover, the authorities will build the city into a resource-saving and environmentally friendly city and create a healthy environment for people living there. Meanwhile, the historical and cultural relics in Lanzhou will be fully protected.
The overall plan will serve as a guideline for Lanzhou’s urban development, construction and management, and all construction activities within the planning area must meet the plan’s requirements.












SERVICES












					CONTACT THE PREMIER





E-mail RESPONSES







Copyright© www.gov.cn 
			|
			
About us

			|
			
Contact us


Registration Number: 05070218
All rights reserved. The content (including but not limited to
			text, photo, multimedia information, etc) published in this site
			belongs to www.gov.cn.
Without written authorization from www.gov.cn, such content shall
			not be republished or used in any form.













",131,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0
CPC issues new rule on official demotion,https://english.www.gov.cn/policies/latestreleases/201507/29/content_WS5d1573c3c6d03ce67878eaea.html,N/A,True,environment,"
CPC issues new rule on official demotion
























ENGLISH.GOV.CN
THE STATE COUNCIL
THE PEOPLE'S REPUBLIC OF CHINA

 

 
|

|









 
 












 >>   >> LATEST RELEASES


			CPC issues new rule on official demotion






Updated:
Jul 29,2015 9:31 AM
	    Xinhua












BEIJING — The Communist Party of China (CPC) has issued a regulation on the promotion and demotion of officials, according to the General Office of the CPC Central Committee on July 28.
The regulation said the CPC will strengthen its management of officials, adding a high-quality ranking system must be established to build a clean political environment.
The regulation aims to fix a longtime problem in China’s political system that allows officials to be promoted or stay at the same level, but does not let them be demoted unless they commit violations of CPC rules or the law.
The regulation said a qualified sitting official should adhere to CPC values, be honest, upright, responsible, diligent and effectively perform his duties. The CPC will promote capable officials, replace mediocre ones and sack the incapable and corrupt.
The CPC aims to invigorate the current official system by assigning capable officials to the proper posts and weeding out unhealthy work styles such as political idleness, neglect of duty and malpractice.
The CPC will implement the regulation by improving its accountability mechanism.
Officials found to be incompetent or lacking initiative to fulfill their tasks will be relieved from their current posts, the regulation said. 









SERVICES












					CONTACT THE PREMIER





E-mail RESPONSES







Copyright© www.gov.cn 
			|
			
About us

			|
			
Contact us


Registration Number: 05070218
All rights reserved. The content (including but not limited to
			text, photo, multimedia information, etc) published in this site
			belongs to www.gov.cn.
Without written authorization from www.gov.cn, such content shall
			not be republished or used in any form.













",131,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
China cancels qualification requirements for 62 professions,https://english.www.gov.cn/policies/latestreleases/201507/23/content_WS5d1573a8c6d03ce67878ea88.html,N/A,True,environment,"
China cancels qualification requirements for 62 professions
























ENGLISH.GOV.CN
THE STATE COUNCIL
THE PEOPLE'S REPUBLIC OF CHINA

 

 
|

|









 
 












 >>   >> LATEST RELEASES


			China cancels qualification requirements for 62 professions






Updated:
Jul 23,2015 5:35 PM
	    english.gov.cn












The State Council announced on July 23 its decision to cancel the requirement for special qualifications concerning workers in 62 professions, including artificial limb makers, and also its aim to cancel requirements for evaluations of online commercial agents and medical representatives.
The decision to cancel such qualifications and evaluation is an important part of the government’s effort to abolish certain administrative approval items and improve its service to the public, the State Council said in a statement. 
It also said that the country should further cancel professional qualifications or requirements in order to create a more favorable environment for professional talent and encourage innovation and mass entrepreneurship. 
Qualifications for entering a profession, required by departments under the State Council — but without any legal basis — should be canceled. And the evaluation of professionals that the State Council’s departments, national associations or institutes set up independently should also be canceled. 
The central and local authorities should speed up the compilation of a national list of professions that require qualifications or evaluations, and any requirements not on the list will be unacceptable, the State Council said.









SERVICES












					CONTACT THE PREMIER





E-mail RESPONSES







Copyright© www.gov.cn 
			|
			
About us

			|
			
Contact us


Registration Number: 05070218
All rights reserved. The content (including but not limited to
			text, photo, multimedia information, etc) published in this site
			belongs to www.gov.cn.
Without written authorization from www.gov.cn, such content shall
			not be republished or used in any form.













",131,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Agriculture census to be held next year,https://english.www.gov.cn/policies/latestreleases/201506/22/content_WS5d1572eec6d03ce67878e802.html,N/A,True,environment,"
Agriculture census to be held next year
























ENGLISH.GOV.CN
THE STATE COUNCIL
THE PEOPLE'S REPUBLIC OF CHINA

 

 
|

|









 
 












 >>   >> LATEST RELEASES


			Agriculture census to be held in 2016, the State Council says






Updated:
Jun 22,2015 3:37 PM
	    english.gov.cn












The third nationwide census of Chinese agriculture will take place next year, according to a notice issued by the State Council on June 22.
Research will acquire basic information about agriculture, rural areas and farmers. It will reflect changes in the sector, and is important for making scientific policies.
Subjects: residents in rural areas; agricultural proprietors in rural areas, towns and villages; agricultural production and operation enterprises; village committees and governments at county level.
Industries to be surveyed include crop farming, forestry, stock raising, fishing and services for them.
The census will collect information about the utilization of farming land; agricultural production and structure; new types of agricultural proprietors; agricultural industrialization; the environment of rural areas and changes in living patterns of local residents.
The State Council will set up a committee to organize and lead the census. It made clear the work of different areas and ministries and said funds will be guaranteed.
The notice requires that the census should adhere to laws and regulations, make use of modern information technologies and strengthen promotion.









SERVICES












					CONTACT THE PREMIER





E-mail RESPONSES







Copyright© www.gov.cn 
			|
			
About us

			|
			
Contact us


Registration Number: 05070218
All rights reserved. The content (including but not limited to
			text, photo, multimedia information, etc) published in this site
			belongs to www.gov.cn.
Without written authorization from www.gov.cn, such content shall
			not be republished or used in any form.













",132,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
State Council approves Nanjing’s Jiangbei new area,https://english.www.gov.cn/policies/latestreleases/201507/02/content_WS5d157338c6d03ce67878e8f7.html,N/A,True,"environment, environmental","
State Council approves Nanjing’s Jiangbei new area
























ENGLISH.GOV.CN
THE STATE COUNCIL
THE PEOPLE'S REPUBLIC OF CHINA

 

 
|

|









 
 












 >>   >> LATEST RELEASES


			State Council approves Nanjing’s Jiangbei new area






Updated:
Jul 2,2015 4:23 PM
	    english.gov.cn












The State Council gave the green light to Jiangsu provincial government’s application to establish the Jiangbei new area in Nanjing on July 2. 
The area, covering 788 square kilometers, is located in the north of the Yangtze River in Nanjing, Jiangsu province, and includes the districts of Pukou, Liuhe and Baguazhou street of Qixia district. It is the cross point of the Yangtze River economic zone and the eastern coastal economic zone. 
The State Council plan to use the Jiangbei area to drive the modernization of southern Jiangsu and the economic development of the Yangtze River economic zone. 
The establishment of the area should be in accordance with the overall planning of the Yangtze River economic zone and the Belt and Road Initiative, and coordinate with the development of the Shanghai Pudong new district, Zhoushan city and the China (Shanghai) free trade zone, according to the State Council. The area will see a greater emphasis on innovation. 
The State Council asked the Jiangsu government to take charge of the establishment of the new area. The overall planning of the area should be in compliance with general plans for land use, urban planning, town planning, environmental protection, water resource planning and other specified plans. Important policies and projects should be submitted for approval. 
The State Council’s relevant departments will offer support and help to tackle problems in facilitating the establishment of the new area, according to the circular. 









SERVICES












					CONTACT THE PREMIER





E-mail RESPONSES







Copyright© www.gov.cn 
			|
			
About us

			|
			
Contact us


Registration Number: 05070218
All rights reserved. The content (including but not limited to
			text, photo, multimedia information, etc) published in this site
			belongs to www.gov.cn.
Without written authorization from www.gov.cn, such content shall
			not be republished or used in any form.













",132,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Opinion released on use of big data,https://english.www.gov.cn/policies/latestreleases/201507/01/content_WS5d157331c6d03ce67878e8dc.html,N/A,True,environment,"
Opinion released on use of big data
























ENGLISH.GOV.CN
THE STATE COUNCIL
THE PEOPLE'S REPUBLIC OF CHINA

 

 
|

|









 
 












 >>   >> LATEST RELEASES


			Opinion released on use of big data






Updated:
Jul 1,2015 2:38 PM
	    english.gov.cn












The State Council on July 1 issued an Opinion on using big data technology to improve the government’s supervisory responsibilities and services for market entities.
The document was the government’s latest effort to improve work efficiency and promote the transformation of its functions amid the challenges and opportunities brought by big data.
The Opinion is aimed at increasing the effectiveness of government services and regulation by improving its ability to use big data. It aims to create a fair and honest market environment by offering support for administrative streamlining through big data as well as lowering the cost of government services and supervisory responsibilities by making full use of big data technologies and resources. 
In order to improve services for market entities, the government will, by using big data technology, adopt a series of measures including innovating its serving modes by offering personalized services, increasing the efficiency of registration and administrative approvals, giving preference to market entities with good credit status and restricting entry of those with bad credit status. 
Efforts will also be focused on promoting the opening and sharing of government and social information resources. 
Publicity concerning government information and data will be further enhanced. The Opinion required that information concerning administrative approval and penalties must be disclosed online within seven working days after decisions were made. 
The government will provide one-stop service for checking the credit status of market entities through a Credit China (creditchina.gov.cn) website, which collects credit information from all departments and local governments that should be made known to the public. 
Barriers and obstacles will be broken up to facilitate information exchange and sharing among different departments and local governments. 
In order to improve the government’s ability to use big data technology, China will strengthen the building of e-government and encourage local governments to purchase big data resources and technology services from society. 
Professional credit-solicitation services will also be promoted by deepening cooperation between credit reporting agencies and government departments, to build credit records that cover various social and economic areas. 
Laws and regulations will be drafted to ensure information security when developing and applying big data technology. 












SERVICES












					CONTACT THE PREMIER





E-mail RESPONSES







Copyright© www.gov.cn 
			|
			
About us

			|
			
Contact us


Registration Number: 05070218
All rights reserved. The content (including but not limited to
			text, photo, multimedia information, etc) published in this site
			belongs to www.gov.cn.
Without written authorization from www.gov.cn, such content shall
			not be republished or used in any form.













",132,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
State Council revises construction project regulations,https://english.www.gov.cn/policies/latestreleases/201506/23/content_WS5d1572f3c6d03ce67878e814.html,N/A,True,environment,"
State Council revises construction project regulations
























ENGLISH.GOV.CN
THE STATE COUNCIL
THE PEOPLE'S REPUBLIC OF CHINA

 

 
|

|









 
 












 >>   >> LATEST RELEASES


			State Council revises construction project regulations 






Updated:
Jun 23,2015 11:30 AM
	    english.gov.cn












Premier Li Keqiang signed a decree on June 12, promulgating the State Council’s modifications to the current regulations on the survey and design of construction projects. 
A new condition was added to the original document. For those that fail to prepare survey and design documents based on administrative approval requirements, urban, rural and professional planning, or national standards, they will be required to make corrections before deadline. Those who miss the deadline will be fined from 100,000 yuan to 300,000 yuan. Those who are found responsible for accidents due to poor project quality or pollute the environment will be ordered to suspend business for rectification to be carried out, with their qualification level downgraded. If the violation is serious, their certificate of qualification will be revoked. The institutions are also required to assume compensation liability for losses they caused. 
Survey and design documents should be prepared in accordance with rural planning, in addition to urban planning, according to the new revision. 









SERVICES












					CONTACT THE PREMIER





E-mail RESPONSES







Copyright© www.gov.cn 
			|
			
About us

			|
			
Contact us


Registration Number: 05070218
All rights reserved. The content (including but not limited to
			text, photo, multimedia information, etc) published in this site
			belongs to www.gov.cn.
Without written authorization from www.gov.cn, such content shall
			not be republished or used in any form.













",132,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Measures issued to boost Xinjiang textile and clothing industry,https://english.www.gov.cn/policies/latestreleases/201506/25/content_WS5d157304c6d03ce67878e848.html,N/A,True,environment,"
Measures issued to boost Xinjiang textile and clothing industry
























ENGLISH.GOV.CN
THE STATE COUNCIL
THE PEOPLE'S REPUBLIC OF CHINA

 

 
|

|









 
 












 >>   >> LATEST RELEASES


			Measures issued to boost Xinjiang textile and clothing industry 






Updated:
Jun 25,2015 2:14 PM
	    english.gov.cn












The State Council issued a guideline on June 25 to support the development of the textile and clothing industry in the Xinjiang Uygur autonomous region, with the aim of boosting employment and the urbanization drive. 
The rapid development of this industry is an important part of building Xinjiang into a “core area” of the Silk Road economic belt, according to the guideline issued by the General Office of the State Council 
It will also help to optimize the region’s economic structure, add more jobs, and accelerate the process of urbanization, thus bringing greater social order and stability to Xinjiang.
The government will strengthen guidance and let the market play a decisive role in allocating resources, in order to create a fair and competitive environment for the sustainable development of the industry.
Enterprises will play a major role in carrying on the industries transferred from eastern and central China, as well as fostering the textile and clothing industry and companies with local characteristics. Efforts will also be carried out to develop outbound markets in Central Asia, Russia and other European countries.
The guideline also listed the specific goals for the development of this industry in Xinjiang, including:
By 2020, the scale and technologies of the cotton textile industry in Xinjiang will rank top across the country; the clothing and clothing accessories industry, home textile industry and the knitting industry will begin to take shape; the cultivation of industries with local characteristics such as handmade carpets will see remarkable progress; employment will be obviously boosted and Xinjiang will be basically built into an important national base of the cotton textile industry and a production base for clothing and clothing accessories in the Northwestern region and the core area of the Silk Road economic belt. 
To ensure the goals, the central government will carry out a series of polices and measures including increasing financial input into the development of the textile and clothing industry in Xinjiang, studying and formulating financial measures to guide banking institutions in the region to give a priority to the industry when offering loans. 
The local government in Xinjiang is also encouraged to guarantee public services for the industrial development by introducing supportive policies. 












SERVICES












					CONTACT THE PREMIER





E-mail RESPONSES







Copyright© www.gov.cn 
			|
			
About us

			|
			
Contact us


Registration Number: 05070218
All rights reserved. The content (including but not limited to
			text, photo, multimedia information, etc) published in this site
			belongs to www.gov.cn.
Without written authorization from www.gov.cn, such content shall
			not be republished or used in any form.













",132,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
State Council issues statement on budget efficiency,https://english.www.gov.cn/policies/latestreleases/201506/19/content_WS5d1572e9c6d03ce67878e7f0.html,N/A,True,"environment, environmental","
State Council issues statement on budget efficiency
























ENGLISH.GOV.CN
THE STATE COUNCIL
THE PEOPLE'S REPUBLIC OF CHINA

 

 
|

|









 
 












 >>   >> LATEST RELEASES


			State Council issues statement on budget efficiency






Updated:
Jun 19,2015 9:27 PM
	    english.gov.cn












The State Council issued a statement on June 19 to its ministries and provincial authorities to improve budget efficiency. The measures include:
1. Improve budget efficiency for government projects by speeding up review of the projects’ budget applications. Make sure that once the applications are approved, the projects can start spend according to those budgets.
Set up a system to monitor the progress of the projects. For those longer than a year, the government should grant budgets on an annual basis. For those that progress slowly, financial departments can redirect some of the funding to address public issues that need money badly.
2. Integrate different funds to use them more efficiently. The authorities should sort out various funds in the fields of science and technology, education, agriculture, energy efficiency, environmental protection and healthcare. For example, the various funds for science development managed by different ministries and departments should be integrated into five national science funds; funds for energy efficiency and environmental protection should be integrated into six categories, such as separate funds for air and water pollution treatment.The authorities should invest more of the increased section of education budgets into remote and impoverished areas or areas where ethnic groups live to improve educational equity. 
3. Have financial departments distribute budgets for all other departments at their level. Financial departments budgets also should include special funds granted by the central government for infrastructure construction or science development. Financial departments can reduce or cancel the budget for government projects already supported by special funds.
4. Continue to include government funds, that is, funds that authorities collect by charging fees for addressing special public purposes, into general public budgets, which are mainly funded by taxes.
5. Better coordinate budgets that last for more than a fiscal year. Surplus in the general public budget should be directed to the budget stabilization fund. If the amount of money collected exceeds what the budget calls for, the extra funds should be used to balance deficit, pay for government debts or go to the budget stabilization fund. If the authorities haven’t collected enough money to fund planned budgets, they should narrow the gap by ways such as tapping into the budget stabilization fund or cutting spending. 
6. Regulate the use of various kinds of government income. The authorities should review and regulate government funds and other special funds, and gradually set up a government income system that mainly includes taxes, with non-tax income as a supplement.
7. Carry out the State Council’s decisions to make full use of budget stabilizing funds and revolving funds, as well as money left over from budgets that haven’t been fully implemented.
8. Coordinate budget planning with budget implementation. Authorities should not only make budgets scientifically and precisely, but also implement them strictly and efficiently.
9. Make better use of borrowed funds. Funds that local authorities have borrowed but haven’t used should be included in their budgets and managed accordingly.
10. Make better use of transfer payments. For issues that fall under the authority of the central government, the central government should try its best to pay for them. For issues that fall under the powers of local authorities, local authorities should pay for them, while the central government lends support by making transfer payments.












SERVICES












					CONTACT THE PREMIER





E-mail RESPONSES







Copyright© www.gov.cn 
			|
			
About us

			|
			
Contact us


Registration Number: 05070218
All rights reserved. The content (including but not limited to
			text, photo, multimedia information, etc) published in this site
			belongs to www.gov.cn.
Without written authorization from www.gov.cn, such content shall
			not be republished or used in any form.













",133,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0
"China eyes better public service, stability at rural community",https://english.www.gov.cn/policies/latestreleases/201506/01/content_WS5d157216c6d03ce67878e4e3.html,N/A,True,"environment, environmental","
China eyes better public service, stability at rural community
























ENGLISH.GOV.CN
THE STATE COUNCIL
THE PEOPLE'S REPUBLIC OF CHINA

 

 
|

|









 
 












 >>   >> LATEST RELEASES


			China eyes better public service, stability at rural community






Updated:
Jun 1,2015 7:34 AM
	    Xinhua












BEIJING — China is pushing for greater stability and better public services at the country’s vast rural regions in a bid to shore up lagging civil service and advance urban-rural integration.
In a guidance document on advancing rural community establishment co-issued by the general offices of the Communist Party of China Central Committee and the State Council, Party and government authorities asked provincial governments to pilot rural communities at selected villages, to accommodate “profound changes in the rural area” such as demographic changes and migrant population.
It said the establishment of rural communities is key to consolidating grassroots-level government and the Party’s rule.
In particular, local governments should explore ways to “standardize and institutionalize” democratic consultations at rural communities while sticking to self-governance at village-levels, and provide better public services to left-behind children, women and elders.
Local authorities are also asked to provide better legal aid in rural areas, help settle local disputes, enhance rural policing and carry out law education, in order to improve rural governance and rule of law.
Public service should be improved and more people should be encouraged to join volunteer services, the document said, adding that socialist core values should be promoted at grassroots levels while frugality and environmental protection awareness be strengthened.









SERVICES












					CONTACT THE PREMIER





E-mail RESPONSES







Copyright© www.gov.cn 
			|
			
About us

			|
			
Contact us


Registration Number: 05070218
All rights reserved. The content (including but not limited to
			text, photo, multimedia information, etc) published in this site
			belongs to www.gov.cn.
Without written authorization from www.gov.cn, such content shall
			not be republished or used in any form.













",133,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
